event_id,kickoff_at,season,side,odd,model_probability,market_probability_devig,gross_ev,won,profit,clv
15237889,2026-01-28T22:00:00+00:00,2026,under,1.95,0.5687400004323349,0.48684210526315796,0.10904300084305296,False,-1.0,0.13518758085381632
15237891,2026-01-28T22:00:00+00:00,2026,under,2.25,0.5722489165713017,0.4178525226390686,0.28756006228542885,True,1.25,0.40625
15237890,2026-01-28T22:00:00+00:00,2026,under,2.2,0.5580430692331034,0.4285714285714285,0.22769475231282765,True,1.2000000000000002,0.25714285714285734
15237892,2026-01-28T22:00:00+00:00,2026,under,2.15,0.561902724441293,0.4367304165575059,0.20809085754877987,True,1.15,0.2516170763260026
15237884,2026-01-28T22:30:00+00:00,2026,under,2.3,0.5401285535352105,0.41025641025641035,0.242295673130984,False,-1.0,0.21052631578947345
15237893,2026-01-28T23:00:00+00:00,2026,under,2.25,0.5707414700561478,0.4178525226390686,0.2841683076263326,False,-1.0,0.30983182406209564
15237887,2026-01-28T23:00:00+00:00,2026,under,2.075,0.5663795013974403,0.4542346133613887,0.17523746539968865,False,-1.0,0.010197368421052788
15237886,2026-01-29T00:30:00+00:00,2026,under,1.9,0.5673325824773907,0.5,0.07793190670704231,False,-1.0,0.2379343629343631
15237888,2026-01-29T23:00:00+00:00,2026,over,2.15,0.48557626661317926,0.43673041655750594,0.04398897321833539,True,1.15,-0.07857142857142851
15237885,2026-01-30T00:30:00+00:00,2026,under,1.9,0.5610630412681432,0.5,0.06601977840947204,False,-1.0,0.13874011731701086
15237894,2026-02-04T22:00:00+00:00,2026,under,2.1,0.48006938945280986,0.4473684210526315,0.008145717850900791,True,1.1,-0.0052631578947368585
15237898,2026-02-04T22:00:00+00:00,2026,under,2.075,0.5695623474166454,0.4542346133613887,0.1818418708895393,True,1.0750000000000002,0.24362407549094622
15237903,2026-02-04T23:00:00+00:00,2026,under,2.15,0.573178825511196,0.4367304165575059,0.23233447484907144,False,-1.0,0.22857142857142865
15237896,2026-02-04T23:00:00+00:00,2026,under,1.9,0.5621535786936019,0.5,0.06809179951784361,True,0.8999999999999999,0.13874011731701086
