event_id,kickoff_at,season,side,odd,model_probability,market_probability_devig,gross_ev,won,profit,clv
12727203,2024-08-28T22:30:00+00:00,2024,under,1.615,0.5884215194982488,0.5821474773609314,-0.04969924601032816,True,0.615,-0.10749999999999993
12629260,2024-08-28T22:30:00+00:00,2024,over,2.35,0.4264637055812743,0.4006630961489415,0.002189708115994504,False,-1.0,-0.08401983218916853
12117222,2024-08-31T21:30:00+00:00,2024,under,2.15,0.5881770954717762,0.4367304165575059,0.2645807552643189,False,-1.0,0.26794871794871766
12117218,2024-09-01T00:00:00+00:00,2024,under,2.2,0.585042741207048,0.4285714285714285,0.28709403065550565,True,1.2000000000000002,0.1578947368421053
12117215,2024-09-01T14:00:00+00:00,2024,under,2.075,0.5306934855518127,0.4542346133613887,0.1011889825200114,False,-1.0,0.26620900076277665
12117214,2024-09-01T14:00:00+00:00,2024,under,1.6,0.5902231923535974,0.5897435897435898,-0.05564289223424401,False,-1.0,0.0
12117219,2024-09-01T19:00:00+00:00,2024,under,2.15,0.5905768193434557,0.4367304165575059,0.26974016158842984,False,-1.0,0.37177914110429433
12117221,2024-09-01T21:30:00+00:00,2024,under,2.3,0.5907508177424948,0.41025641025641035,0.35872688080773796,True,1.2999999999999998,0.1499999999999999
12117217,2024-09-01T21:30:00+00:00,2024,under,2.4,0.5913218938432276,0.3897787948131197,0.41917254522374625,True,1.4,0.6140350877192986
12117220,2024-09-01T21:30:00+00:00,2024,under,2.1,0.5892339417512311,0.4473684210526315,0.2373912776775855,False,-1.0,0.10526315789473673
12117216,2024-09-01T21:30:00+00:00,2024,under,2.15,0.591019896914456,0.4367304165575059,0.2706927783660804,True,1.15,0.2885743432797756
12731927,2024-09-05T23:00:00+00:00,2024,under,2.4,0.5819367463201122,0.3897787948131197,0.3966481911682691,True,1.4,0.415384615384615
12785268,2024-09-11T22:30:00+00:00,2024,over,2.4,0.40883623604783464,0.3897787948131198,-0.018793033485196897,True,1.4,-0.038408569242540436
12117232,2024-09-14T19:00:00+00:00,2024,under,1.6,0.5902172298922848,0.5897435897435898,-0.05565243217234439,True,0.6000000000000001,-0.06856403622250973
12117231,2024-09-14T21:30:00+00:00,2024,under,1.6,0.590718503058686,0.5897435897435898,-0.054850395106102345,True,0.6000000000000001,-0.17894736842105274
12117228,2024-09-15T00:00:00+00:00,2024,over,2.1,0.4573857380879435,0.4473684210526316,-0.03948995001531852,True,1.1,-0.06052631578947365
12117233,2024-09-15T19:00:00+00:00,2024,over,2.4,0.40908108124726267,0.3897787948131198,-0.01820540500656964,True,1.4,-0.06453089244851262
12117229,2024-09-15T19:00:00+00:00,2024,under,2.05,0.5385457648785434,0.4605263157894737,0.10401881800101398,False,-1.0,-0.14340232858990964
12117230,2024-09-15T19:00:00+00:00,2024,under,1.727,0.5849538641518706,0.5457653866386112,0.010215323390280417,False,-1.0,-0.06832894736842099
12117226,2024-09-15T21:30:00+00:00,2024,under,1.65,0.5821653047294217,0.5714285714285714,-0.039427247196454185,False,-1.0,-0.07060518731988474
12117225,2024-09-15T21:30:00+00:00,2024,under,2.7,0.5862541427597372,0.34845559845559837,0.5828861854512906,True,1.7000000000000002,0.7591698841698846
12117227,2024-09-15T21:30:00+00:00,2024,under,2.075,0.5668918795374074,0.4542346133613887,0.17630065004012052,True,1.0750000000000002,0.14671052631578974
12117224,2024-09-16T23:00:00+00:00,2024,under,2.3,0.5645875505180453,0.41025641025641035,0.29855136619150424,False,-1.0,0.37847487885743436
12117239,2024-09-21T19:00:00+00:00,2024,under,2.25,0.562197339165903,0.4178525226390686,0.26494401312328164,False,-1.0,0.24342105263157898
12117236,2024-09-21T19:00:00+00:00,2024,under,2.075,0.5836961756281087,0.4542346133613887,0.2111695644283258,True,1.0750000000000002,0.18571428571428594
12117237,2024-09-21T21:30:00+00:00,2024,under,1.615,0.5906343278666755,0.5821474773609314,-0.04612556049531913,True,0.615,-0.032070900280540604
12117241,2024-09-22T00:00:00+00:00,2024,under,2.1,0.5735266174744491,0.4473684210526315,0.20440589669634313,False,-1.0,0.2225097024579561
12117235,2024-09-22T19:00:00+00:00,2024,under,2.05,0.574946873566142,0.4605263157894737,0.1786410908105911,False,-1.0,0.19340232858990936
12117238,2024-09-22T19:00:00+00:00,2024,under,2.075,0.591266487266972,0.4542346133613887,0.22687796107896685,True,1.0750000000000002,-0.017105263157894735
12117242,2024-09-22T21:30:00+00:00,2024,under,2.3,0.5913076914557849,0.41025641025641035,0.36000769034830515,True,1.2999999999999998,0.5467836257309944
12117234,2024-09-22T21:30:00+00:00,2024,under,2.0,0.5913506021429302,0.4736842105263158,0.18270120428586045,False,-1.0,0.10526315789473695
12117240,2024-09-22T21:30:00+00:00,2024,under,2.35,0.584601788654453,0.4006630961489416,0.37381420333796456,False,-1.0,0.5311293436293438
